model,sku,slug,color,image_url,release_date,release_date_year,discount_tag,box_condition,goat_url,model_sub_line,model_line,brand,description,story,prelude,ftb,gs,ps
Zoom Kobe 5 'Aston Martin',386429 004,kobe-5-aston-martin-386429-004,Grey,https://image.goat.com/750/attachments/product_template_pictures/images/056/825/356/original/24643_00.png.png,2016-05-14,2016,,no_original_box,https://www.goat.com/sneakers/kobe-5-aston-martin-386429-004,Nike - Zoom Kobe 5,Nike - Zoom Kobe 5,Nike,Shop the Zoom Kobe 5 'Aston Martin' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"In 2008, Kobe Bryant jumped over a speeding Aston Martin DB9 Volante to promote Nike’s new Hyperdunk shoe. This limited edition 2016 Kobe 5 ‘Aston Martin’ colorway pays tribute to Kobe’s stunt with its Anthracite upper, red accents based on the car’s leather interior and an outsole that resembles black rubber car tires.",N,N,N,N
Kobe A.D. 2018 EP 'Vivid Purple',AV3556 002,kobe-a-d-ep-vivid-purple-av3556-002,Purple,https://image.goat.com/750/attachments/product_template_pictures/images/016/240/542/original/AV3556_002.png.png,,,,good_condition,https://www.goat.com/sneakers/kobe-a-d-ep-vivid-purple-av3556-002,Nike - Kobe A.D.,Nike - Kobe A.D.,Nike,Shop the Kobe A.D. 2018 EP 'Vivid Purple' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Nike Kobe A.D. EP ‘Deep Purple’—a late summer 2018 version of Kobe Bryant’s post-retirement signature shoe—resembles Kobe models of the past, with a low-cut silhouette and plenty of Kobe branding, but it also showcases newer elements including a white band across the forefoot, a set of significant numbers on the tongue lace loops and a wide lacing system. The lightweight upper combines black, purple and white with hints of yellow, while the sole adds gray and a few more pops of purple to complete this Laker-centric design.",N,N,N,N
Zoom Kobe 6 Supreme 'Chaos',446442 500,zoom-kobe-6-supreme-chaos-446442-500,Purple,https://image.goat.com/750/attachments/product_template_pictures/images/000/035/846/original/446442_500.png.png,2011-04-09,2011,,good_condition,https://www.goat.com/sneakers/zoom-kobe-6-supreme-chaos-446442-500,Nike - Zoom Kobe 6,Nike - Zoom Kobe 6,Nike,Shop the Zoom Kobe 6 Supreme 'Chaos' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Inspired by DC Comics villain The Joker, the Nike Zoom Kobe 6 Supreme ‘Chaos’ features a distinct purple and green color scheme. Released in 2011, the model sports a snakeskin-textured upper with a chameleon finish and purple laces. Volt green is used to highlight the side Swoosh, Kobe sheath logo, and outsole, white red adorns the liner and speckling at the midsole.",N,N,N,N
Zoom Kobe Venomenon 5 'Vivid Purple',749884 454,zoom-kobe-venomenon-5-vivid-purple-749884-454,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/043/126/588/original/454111_00.png.png,,,,no_original_box,https://www.goat.com/sneakers/zoom-kobe-venomenon-5-vivid-purple-749884-454,Nike - Zoom Kobe Venomenon 5,Nike - Zoom Kobe Venomenon 5,Nike,Shop the Zoom Kobe Venomenon 5 'Vivid Purple' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 6 'Black History Month',429659 011,zoom-kobe-6-bhm-black-history-month-429659-011,Black,https://image.goat.com/750/attachments/product_template_pictures/images/056/355/919/original/24645_00.png.png,2011-02-26,2011,,good_condition,https://www.goat.com/sneakers/zoom-kobe-6-bhm-black-history-month-429659-011,Nike - Zoom Kobe 6,Nike - Zoom Kobe 6,Nike,Shop the Zoom Kobe 6 'Black History Month' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"This Zoom Kobe 6 released in 2011 as part of a larger Nike collection celebrating the 35th anniversary of Black History Month. Like the rest of the sneakers in the lineup, the low-top showcases three distinct motifs: a black base inspired by the black Chucks worn by pioneer athletes in the 60s, metallic gold accents representing championship accomplishments and woodcut handcraft celebrating classic African-American art.",N,N,N,N
Zoom Kobe Venomenon 5 'Bright Crimson',749884 604,kobe-5-venomenon-5-749884-604,Orange,https://image.goat.com/750/attachments/product_template_pictures/images/003/648/105/original/749884_604.png.png,,,,good_condition,https://www.goat.com/sneakers/kobe-5-venomenon-5-749884-604,Nike - Zoom Kobe Venomenon 5,Nike - Zoom Kobe Venomenon 5,Nike,Shop the Zoom Kobe Venomenon 5 'Bright Crimson' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe Venomenon 5 'Radiant Emerald',749884 383,zoom-kobe-venomenon-5-749884-383,Green,https://image.goat.com/750/attachments/product_template_pictures/images/012/584/425/original/749884_383.png.png,,,,good_condition,https://www.goat.com/sneakers/zoom-kobe-venomenon-5-749884-383,Nike - Zoom Kobe Venomenon 5,Nike - Zoom Kobe Venomenon 5,Nike,Shop the Zoom Kobe Venomenon 5 'Radiant Emerald' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe Venomenon 5 'Joker',749884 005,nike-zoom-kobe-venomenon-5-749884-005,Black,https://image.goat.com/750/attachments/product_template_pictures/images/006/808/105/original/749884_005.png.png,2015-10-01,2015,,good_condition,https://www.goat.com/sneakers/nike-zoom-kobe-venomenon-5-749884-005,Nike - Zoom Kobe Venomenon 5,Nike - Zoom Kobe Venomenon 5,Nike,Shop the Zoom Kobe Venomenon 5 'Joker' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 7 GS 'Christmas',505399 500,kobe-7-gs-christmas-505399-500,Purple,https://image.goat.com/750/attachments/product_template_pictures/images/000/036/154/original/505399_500.png.png,,,,good_condition,https://www.goat.com/sneakers/kobe-7-gs-christmas-505399-500,Nike - Zoom Kobe 7,Nike - Zoom Kobe 7,Nike,Shop the Kobe 7 GS 'Christmas' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,Y,N
Kobe 10 High EXT 'Black',822950 001,kobe-10-ext-822950-001,Black,https://image.goat.com/750/attachments/product_template_pictures/images/000/130/513/original/822950_001.png,2015-12-11,2015,,good_condition,https://www.goat.com/sneakers/kobe-10-ext-822950-001,Nike - Kobe 10,Nike - Kobe 10,Nike,Shop the Kobe 10 High EXT 'Black' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Nike’s tenth signature shoe for Kobe Bryant is modeled after armor, with a ready-for-battle aesthetic. The textured upper features an embossed pattern of Bryant’s sheath logo and an extended high-top collar that climbs up the ankle. The Kobe 10 offers enhanced traction with its unique outsole pattern, with further support provided by a carbon-fiber shank. The black design up top is accented by hits of metallic gold, while a gum outsole complements the look.",N,N,N,N
Zoom Kobe 7 X 'Great White Shark',488370 401,zoom-kobe-7-x-great-white-shark-488370-401,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/015/545/275/original/488370_401.png.png,2012-02-14,2012,,good_condition,https://www.goat.com/sneakers/zoom-kobe-7-x-great-white-shark-488370-401,Nike - Zoom Kobe 7,Nike - Zoom Kobe 7,Nike,Shop the Zoom Kobe 7 X 'Great White Shark' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Nike Zoom Kobe 7 X 'Great White Shark' takes the predator theme of Kobe Bryant's seventh signature sneaker into the depths of the ocean. Released in February 2012 with a cool-toned colorway, this shoe's upper dives into the deep sea with various shades of blue for an underwater feel. Bryant's Nike 'Sheath' branding resides on the tongue and the iconic Swoosh lives on the quarter panel, both in white. A shark graphic is displayed on the heel, just below Kobe's signature. A highly durable XDR outsole in blue finishes the style.",N,N,N,N
Zoom Kobe 1 GS 'Sharpshooter',313167 012,zoom-kobe-1-gs-orca-313167-012,Black,https://image.goat.com/750/attachments/product_template_pictures/images/032/610/885/original/313167_012.png.png,2006-01-01,2006,,good_condition,https://www.goat.com/sneakers/zoom-kobe-1-gs-orca-313167-012,Nike - Zoom Kobe 1,Nike - Zoom Kobe 1,Nike,Shop the Zoom Kobe 1 GS 'Sharpshooter' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,Y,Y
Kobe 10 Elite Premium HTM 'Oreo',805937 010,nikelab-kobe-x-elite-low-htm-805937-010,Black,https://image.goat.com/750/attachments/product_template_pictures/images/078/722/960/original/39868_00.png.png,2016-01-07,2016,,good_condition,https://www.goat.com/sneakers/nikelab-kobe-x-elite-low-htm-805937-010,Nike - Kobe 10,Nike - Kobe 10,Nike,Shop the Kobe 10 Elite Premium HTM 'Oreo' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Hiroshi Fujiwara, Tinker Hatfield, and Mark Parker combine as HTM on the NikeLab Kobe X Elite Low HTM. The sneaker features a grey-scale Flyknit upper, Free-inspired piping on the Flex grooves, a white Swoosh, and a leather Kobe logo at the tongue. The cushioning system combines a Zoom Air midsole with Lunarlon technology. The Kobe X Elite takes inspiration from a variety of objects, including a shark jaw, a F-1 race car, and a mamba arrowhead among others.",N,N,N,N
Zoom Kobe Icon,818583 001,zoom-kobe-icon-818583-001,Black,https://image.goat.com/750/attachments/product_template_pictures/images/000/825/882/original/818583_001.PNG.png,2016-01-25,2016,,good_condition,https://www.goat.com/sneakers/zoom-kobe-icon-818583-001,Nike - Zoom Kobe Icon,Nike - Zoom Kobe Icon,Nike,Shop the Zoom Kobe Icon and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Kobe Bryant’s basketball sneaker lineage continues with the Zoom Kobe Icon, which incorporates a black and white color scheme on a mid-top design. The shoe integrates a covert look, thanks to an exterior sheath with a zippered application. The snug inner bootie system helps deliver support, while a Nike Zoom cushioning system is included underfoot.",N,N,N,N
Zoom Kobe 5 'Duke',386429 411,zoom-kobe-5-duke-386429-411,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/062/720/040/original/24142_00.png.png,2010-03-13,2010,,good_condition,https://www.goat.com/sneakers/zoom-kobe-5-duke-386429-411,Nike - Zoom Kobe 5,Nike - Zoom Kobe 5,Nike,Shop the Zoom Kobe 5 'Duke' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 9 Elite XDR 'Inspiration',641714 002,kobe-9-elite-inspiration-641714-002,Black,https://image.goat.com/750/attachments/product_template_pictures/images/020/723/837/original/641714_002.png.png,2014-03-01,2014,,good_condition,https://www.goat.com/sneakers/kobe-9-elite-inspiration-641714-002,Nike - Kobe 9 Hi,Nike - Kobe 9,Nike,Shop the Kobe 9 Elite XDR 'Inspiration' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 2 'Shark',316022 111,zoom-kobe-2-316022-111,White,https://image.goat.com/750/attachments/product_template_pictures/images/005/868/293/original/316022_111.png.png,2007-02-01,2007,,good_condition,https://www.goat.com/sneakers/zoom-kobe-2-316022-111,Nike - Zoom Kobe 2,Nike - Zoom Kobe 2,Nike,Shop the Zoom Kobe 2 'Shark' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 10 TB 'Black',813030 010,kobe-10-tb-813030-010,Black,https://image.goat.com/750/attachments/product_template_pictures/images/006/326/485/original/813030_010.png.png,2015-11-01,2015,,no_original_box,https://www.goat.com/sneakers/kobe-10-tb-813030-010,Nike - Kobe 10,Nike - Kobe 10,Nike,Shop the Kobe 10 TB 'Black' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 9 Elite XDR 'Hero',641714 005,kobe-9-elite-xdr-hero-641714-005,Grey,https://image.goat.com/750/attachments/product_template_pictures/images/015/908/751/original/641714_005.png.png,2014-05-09,2014,,good_condition,https://www.goat.com/sneakers/kobe-9-elite-xdr-hero-641714-005,Nike - Kobe 9 Hi,Nike - Kobe 9,Nike,Shop the Kobe 9 Elite XDR 'Hero' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 6 'All Star - East LA',448693 400,nike-zoom-kobe-6-all-star-la-448693-400,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/000/035/850/original/448693_400.png.png,2011-02-16,2011,,good_condition,https://www.goat.com/sneakers/nike-zoom-kobe-6-all-star-la-448693-400,Nike - Zoom Kobe 6,Nike - Zoom Kobe 6,Nike,Shop the Zoom Kobe 6 'All Star - East LA' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Zoom Kobe 6 ‘LA’ is the first of four colorways revealed in the ‘All Star’ pack commemorating the 2011 NBA All-Star Game. The special edition’s purple snakeskin upper depicts a graphic of the Los Angeles skyline along with tattoo-style artwork on the heel and insole. Other signature features include Kobe’s sheath logo in red, Kobe’s signature at the heel, and a translucent outsole.",N,N,N,N
Kobe A.D. Mid EP 'NCAA Tournament',AJ6922 001,kobe-a-d-mid-ep-ncaa-tournament-aj6922-001,Black,https://image.goat.com/750/attachments/product_template_pictures/images/014/278/123/original/AJ6922_001.png.png,,,,good_condition,https://www.goat.com/sneakers/kobe-a-d-mid-ep-ncaa-tournament-aj6922-001,Nike - Kobe A.D. Mid,Nike - Kobe A.D.,Nike,Shop the Kobe A.D. Mid EP 'NCAA Tournament' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"In celebration of the collegiate March Madness tournament, Kobe Bryant and Nike launched the Kobe A.D. Mid EP 'NCAA Tournament' sneaker. Released in March 2018, Flywire cables brace the mid-cut bootie that’s wrapped in a lightweight, airy mesh textile. An iridescent Swoosh dresses the upper, while down below, the speckled sole embedded with Lunarlon foam and Zoom Air cushioning, sits atop a multicolored treaded outsole.",N,N,N,N
Zoom Kobe 1 'Black Out',313143 014,zoom-kobe-1-313143-014,Black,https://image.goat.com/750/attachments/product_template_pictures/images/000/028/346/original/313143_014.png.png,2006-04-01,2006,,good_condition,https://www.goat.com/sneakers/zoom-kobe-1-313143-014,Nike - Zoom Kobe 1,Nike - Zoom Kobe 1,Nike,Shop the Zoom Kobe 1 'Black Out' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 1 'All Star',313143 101,zoom-kobe-1-313143-101,White,https://image.goat.com/750/attachments/product_template_pictures/images/052/457/865/original/21251_00.png.png,2006-02-01,2006,,good_condition,https://www.goat.com/sneakers/zoom-kobe-1-313143-101,Nike - Zoom Kobe 1,Nike - Zoom Kobe 1,Nike,Shop the Zoom Kobe 1 'All Star' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Nike Zoom Kobe 1 emerges in an ‘All-Star’ colorway from 2006. The white, red and black color scheme emerges throughout the upper, which is constructed with premium leather, while the blocking also appears on the sole. The sock-like collar wraps the ankle, while the inside of the tongue reads ‘All Star 2006.’ Zoom Air provides lightweight cushioning, and Kobe’s sheath logo can be found on the tongue and back heel.",N,N,N,N
Kobe 9 Elite 'Brave Blue',630847 404,kobe-9-elite-legacy-630847-404,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/080/158/491/original/13032_00.png.png,2014-10-18,2014,,good_condition,https://www.goat.com/sneakers/kobe-9-elite-legacy-630847-404,Nike - Kobe 9 Hi,Nike - Kobe 9,Nike,Shop the Kobe 9 Elite 'Brave Blue' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The ‘Brave Blue’ edition of the Kobe 9 Elite features a Flyknit upper equipped with dynamic Flywire tooling and carbon fiber elements at the midfoot, heel and on portions of the sidewall. A Lunarlon sole adds cushioning underfoot, while the embroidered words ‘KB NINTH’ and stitches to represent Kobe’s injury bring an additional design touch to the elevated collar.",N,N,N,N
Kobe 8 'Prelude',639655 900,kobe-8-system-prelude-prelude-8-639655-900,Multi-Color,https://image.goat.com/750/attachments/product_template_pictures/images/052/566/183/original/13004_00.png.png,2014-01-25,2014,,good_condition,https://www.goat.com/sneakers/kobe-8-system-prelude-prelude-8-639655-900,Nike - Kobe 8,Nike - Kobe 8,Nike,Shop the Kobe 8 'Prelude' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Nike Kobe 8 ‘Prelude’ showcases an abstract swirling design inspired by contemporary art on its Engineered Mesh upper. A mirror-like finish on the molded heel counter is meant to symbolize the period of reflection that Kobe endured following his injury-plagued 2012-2013 season. The unique design is finished with a vibrant pop of Volt on the Swoosh, as well as gradient shades of red and purple on the outsole.",Y,N,N,N
Kobe 10 Elite 'Commander',718763 004,kobe-10-elite-718763-004,Black,https://image.goat.com/750/attachments/product_template_pictures/images/000/060/299/original/718763_004.png,2015-10-14,2015,,good_condition,https://www.goat.com/sneakers/kobe-10-elite-718763-004,Nike - Kobe 10,Nike - Kobe 10,Nike,Shop the Kobe 10 Elite 'Commander' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Kobe Bryant made a tribute to then-President Barack Obama in October 2015 with this special Kobe 10 Elite clad in team colors from the Commander in Chief’s Honolulu high school. Based around an all-black Flyknit upper, the silhouette features bright Blue Lagoon and Volt accents, including a matching blue translucent outsole. A Latin expression translating to “history is life’s teacher” adorns the tongue alongside a vibrant Volt eagle.",N,N,N,N
Kobe 11 TB 'Orange',856485 881,kobe-11-em-tb-orange-856485-881,Orange,https://image.goat.com/750/attachments/product_template_pictures/images/017/664/950/original/856485_881.png.png,2016-10-01,2016,,missing_lid,https://www.goat.com/sneakers/kobe-11-em-tb-orange-856485-881,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 TB 'Orange' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 11 TB 'Game Royal',856485 441,kobe-11-low-856485-441,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/011/479/307/original/856485_441.png.png,2016-10-01,2016,,good_condition,https://www.goat.com/sneakers/kobe-11-low-856485-441,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 TB 'Game Royal' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Released in 2016, this low-top version of Kobe Bryant’s 11th and final signature sneaker for his playing career features a Game Royal blue Flyknit upper with a bold white Swoosh, blue tongue, and white lining. Underfoot, a full-length drop-in Lunarlon midsole is topped off by an icy translucent outsole.",N,N,N,N
Kobe 11 TB 'Team Red',856485 662,kobe-11-tb-promo-team-red-856485-662,Red,https://image.goat.com/750/attachments/product_template_pictures/images/015/590/069/original/856485_662.png.png,2016-10-01,2016,,no_original_box,https://www.goat.com/sneakers/kobe-11-tb-promo-team-red-856485-662,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 TB 'Team Red' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 10 TB 'White Black',813030 101,kobe-10-tb-813030-101,White,https://image.goat.com/750/attachments/product_template_pictures/images/013/704/657/original/813030_101.png.png,2015-09-01,2015,,no_original_box,https://www.goat.com/sneakers/kobe-10-tb-813030-101,Nike - Kobe 10,Nike - Kobe 10,Nike,Shop the Kobe 10 TB 'White Black' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 5 'Miles Davis',386429 400,zoom-kobe-5-miles-davis-386429-400,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/080/337/846/original/24588_00.png.png,2010-06-16,2010,,good_condition,https://www.goat.com/sneakers/zoom-kobe-5-miles-davis-386429-400,Nike - Zoom Kobe 5,Nike - Zoom Kobe 5,Nike,Shop the Zoom Kobe 5 'Miles Davis' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Nike Zoom Kobe 5 ‘Miles Davis’ nods to the jazz trumpeter’s legendary studio album with a vibrant blue finish on the glossy synthetic upper, reinforced with tonal heat-bonded overlays and crisscrossing Flywire cables. The low-top is mounted on a contrasting black phylon-injected midsole, embedded with Zoom Air units in the forefoot and heel. Underfoot, a heartbeat-inspired traction pattern is featured on the rubber outsole, reflecting Kobe’s passion for the game.",N,N,N,N
Kobe 11 TB 'Orange Blazer',856485 883,kobe-11-em-856485-883,Orange,https://image.goat.com/750/attachments/product_template_pictures/images/012/868/315/original/856485_883.png.png,2016-10-01,2016,,no_original_box,https://www.goat.com/sneakers/kobe-11-em-856485-883,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 TB 'Orange Blazer' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 11 Elite Low 'Great Career Recall',885869 070,kobe-11-elite-gcr-885869-070,Black,https://image.goat.com/750/attachments/product_template_pictures/images/000/825/914/original/885869_070.png.png,2016-06-25,2016,,good_condition,https://www.goat.com/sneakers/kobe-11-elite-gcr-885869-070,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 Elite Low 'Great Career Recall' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Following his 2016 retirement, Nike saluted Kobe Bryant’s legendary NBA career with the ‘GCR’ edition of the Kobe 11 Elite, as in ‘Great Career Recall.’ The black and gold low-cut sneaker features a Flyknit upper with Lunarlon foam and Zoom Air cushioning in the sole. The commemorative colorway comes with a custom gold wreath and dual star emblem on the heel tab, while the red Kobe four-stripe branding is positioned just below.",N,N,N,N
Zoom Kobe 6 'Barcelona Home',429659 402,zoom-kobe-6-barcelona-429659-402,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/000/032/994/original/429659_402.png.png,2011-01-01,2011,,good_condition,https://www.goat.com/sneakers/zoom-kobe-6-barcelona-429659-402,Nike - Zoom Kobe 6,Nike - Zoom Kobe 6,Nike,Shop the Zoom Kobe 6 'Barcelona Home' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Designed by Eric Avar, the Nike Zoom Kobe 6 was worn by Kobe Bryant during the 2010-2011 NBA season. The upper sports a textured polyurethane construction inspired by snakeskin, recalling Bryant’s ‘Black Mamba’ nickname, which is supported by a Phylon-injected midsole and Zoom Air units in the heel and forefoot. The Kobe 6 ‘Barcelona’ sports the home colors of Spanish soccer club FC Barcelona, a tribute to Bryant’s passion for soccer while growing up in Italy.",N,N,N,N
Kobe A.D. Mid 'Gym Red',942521 603,kobe-a-d-tb-promo-gym-red-942521-603,Red,https://image.goat.com/750/attachments/product_template_pictures/images/016/313/250/original/942521_603.png.png,,,,good_condition,https://www.goat.com/sneakers/kobe-a-d-tb-promo-gym-red-942521-603,Nike - Kobe A.D. Mid,Nike - Kobe A.D.,Nike,Shop the Kobe A.D. Mid 'Gym Red' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe A.D. Mid 'Rush Blue',942521 408,kobe-a-d-tb-mid-rush-blue-942521-408,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/031/685/476/original/942521_408.png.png,,,,no_original_box,https://www.goat.com/sneakers/kobe-a-d-tb-mid-rush-blue-942521-408,Nike - Kobe A.D. Mid,Nike - Kobe A.D.,Nike,Shop the Kobe A.D. Mid 'Rush Blue' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 11 TB 'University Red',856485 663,kobe-11-tb-promo-856485-663,Red,https://image.goat.com/750/attachments/product_template_pictures/images/007/387/097/original/856485_663.png.png,2016-10-01,2016,,good_condition,https://www.goat.com/sneakers/kobe-11-tb-promo-856485-663,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 TB 'University Red' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Nike Kobe 11 TB Promo ‘University Red’ showcases a vibrant crimson finish on this Team Bank colorway. A metallic silver Swoosh adorns the lateral side panel, matching Kobe Bryant’s personal logo atop the tongue. The low-profile mesh upper rides on an icy translucent rubber outsole, while a drop-in Lunarlon midsole delivers lightweight cushioning. Integrated Flywire cables deliver midfoot lockdown.",N,N,N,N
Zoom Kobe 4 'Rice Home',344335 371,zoom-kobe-4-344335-371,Green,https://image.goat.com/750/attachments/product_template_pictures/images/066/963/448/original/344335_371.png,2009-09-05,2009,,no_original_box,https://www.goat.com/sneakers/zoom-kobe-4-344335-371,Nike - Zoom Kobe 4,Nike - Zoom Kobe 4,Nike,Shop the Zoom Kobe 4 'Rice Home' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Nike Zoom Kobe 4 ‘Rice’ was created for Rice High School in Harlem, New York. Based on the school’s home jersey, the shoe features a Deep Forest upper accented by Varsity Maize on the Swoosh, laces and lining. Varsity Maize Flywire cables provide added color and support, while a perforated white toe box matches the white midsole. Cushioned by Zoom Air and Lunarlon foam, a green outsole emerges underfoot.",N,N,N,N
Zoom Kobe Venomenon 6 EP,897657 100,zoom-kobe-venomenon-6-ep-897657-100,White,https://image.goat.com/750/attachments/product_template_pictures/images/014/278/071/original/897657_100.png.png,,,,good_condition,https://www.goat.com/sneakers/zoom-kobe-venomenon-6-ep-897657-100,Nike - Zoom Kobe Venomenon 6,Nike - Zoom Kobe Venomenon 6,Nike,Shop the Zoom Kobe Venomenon 6 EP and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 10 Elite Premium HTM 'Shark Jaw',805937 101,kobe-10-elite-low-prm-htm-805937-101,White,https://image.goat.com/750/attachments/product_template_pictures/images/048/815/456/original/33949_00.png.png,2015-10-01,2015,,good_condition,https://www.goat.com/sneakers/kobe-10-elite-low-prm-htm-805937-101,Nike - Kobe 10,Nike - Kobe 10,Nike,Shop the Kobe 10 Elite Premium HTM 'Shark Jaw' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Hiroshi Fujiwara, Tinker Hatfield and Mark Parker’s collaborative iteration of the Kobe 10 Elite Low HTM plays to the idea of Kobe’s killer instincts on the court. The ‘Shark Jaw’ fashions Kobe’s signature shoe with a white and black design that’s highlighted by a translucent blue outsole. That same outsole sports Nike Free siping in the flex grooves. Borrowing from the Nike Free collection, the shoe combines Lunarlon and Zoom Air, while a Flyknit application, highlighted by Flywire technology, reinforces a locked-down fit up top.",N,N,N,N
Kobe 9 Elite GS 'All Star - Maestro',636602 002,kobe-9-elite-gs-gumbo-league-636602-002,Black,https://image.goat.com/750/attachments/product_template_pictures/images/000/224/015/original/636602_002.png,2014-02-14,2014,,good_condition,https://www.goat.com/sneakers/kobe-9-elite-gs-gumbo-league-636602-002,Nike - Kobe 9 Hi,Nike - Kobe 9,Nike,Shop the Kobe 9 Elite GS 'All Star - Maestro' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Nike Basketball commemorates New Orleans’ heritage with the Kobe 9 Elite, incorporating various motifs that serve as tributes to the city’s music, cuisine and art. This kids sized shoe features brass accents on the upper to represent the New Orleans jazz music scene, while a glow-in-the dark outsole symbolizes the lively atmosphere that jazz clubs take on at night.",N,N,Y,N
Kobe 11 TB 'White Gym Red',856485 161,kobe-11-em-tb-856485-161,White,https://image.goat.com/750/attachments/product_template_pictures/images/012/954/095/original/856485_161.png.png,2016-10-01,2016,,no_original_box,https://www.goat.com/sneakers/kobe-11-em-tb-856485-161,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 TB 'White Gym Red' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
